Well_ID,Well_Name,X_UTM_m,Y_UTM_m,CRS_EPSG,Field,Block,Quadrant,Trajectory,Status,Completion_Type,Spud_Date,Completion_Date,KB_Elevation_m,Water_Depth_m,Top_Reservoir_TVDSS_m,Gross_Thickness_m,Net_to_Gross_frac,NetPay_m,Porosity_frac,Permeability_mD,Water_Saturation_frac,Oil_Saturation_frac,Gas_Saturation_frac,Total_Depth_MD_m,Total_Depth_TVDSS_m,Deviation_Azimuth_deg,Max_Inclination_deg,Lateral_Length_m,Distance_to_Nearest_Fault_m,Nearest_Fault_ID,Reservoir_Quality_Index
KW-0364,Kimbala-0364,514656.42,782393.77,32632,Kimbala,B02-05,SE,Horizontal,Producer,Gas,2021-06-08,2021-07-08,149.7,56.8,2629.4,92.3,0.453,37.9,0.182,66.4,0.628,0.308,0.064,5124.0,3705.6,261.1,85.0,2260.4,110.8,F05,55.9
KW-0365,Kimbala-0365,498733.75,777187.73,32632,Kimbala,B02-02,SW,Deviated,Appraisal,Suspended,2020-02-13,2020-04-11,124.7,41.6,2762.9,62.7,0.485,30.9,0.144,26.7,0.526,0.4,0.074,3511.9,3244.6,158.3,44.4,888.9,2530.8,F03,44.4
KW-0366,Kimbala-0366,520037.26,792928.57,32632,Kimbala,B04-06,NE,Vertical,Injector,WaterInjector,2019-09-18,2019-12-11,151.3,55.7,2493.0,55.2,0.328,17.2,0.119,6.0,0.67,0.298,0.032,2960.3,2960.3,,-1.4,0.0,2491.8,F05,32.2
KW-0367,Kimbala-0367,522694.59,792649.26,32632,Kimbala,B04-06,NE,Vertical,DryHole,Dry,2018-08-04,2018-10-11,137.0,45.1,2511.1,47.7,0.402,17.7,0.116,19.4,0.537,0.382,0.081,3107.5,3107.5,,4.4,0.0,31.7,F06,35.1
KW-0368,Kimbala-0368,514176.85,774877.75,32632,Kimbala,B01-05,SE,Vertical,Producer,Oil,2019-08-21,2020-01-05,145.7,49.9,2876.9,21.9,0.469,9.4,0.111,6.2,0.614,0.329,0.057,3394.1,3394.1,,2.6,0.0,1635.8,F05,28.7
KW-0369,Kimbala-0369,513803.89,793651.4,32632,Kimbala,B04-05,NE,Vertical,Producer,Oil,2024-03-28,2024-07-07,153.9,35.7,2501.6,41.6,0.278,9.6,0.131,11.5,0.437,0.517,0.046,3060.9,2982.4,,2.7,0.0,2292.4,F04,34.3
KW-0370,Kimbala-0370,508537.74,774484.48,32632,Kimbala,B01-04,SW,Vertical,Appraisal,Suspended,2021-11-06,2022-02-14,136.8,54.8,2815.4,44.4,0.486,18.9,0.109,11.3,0.69,0.254,0.056,3213.6,3213.6,,3.9,0.0,2200.7,F04,32.4
KW-0371,Kimbala-0371,494650.74,790519.92,32632,Kimbala,B04-01,NW,Horizontal,Appraisal,Suspended,2024-04-21,2024-06-21,124.2,20.5,2535.6,65.0,0.461,31.6,0.121,11.2,0.608,0.35,0.041,4570.0,3287.9,27.1,85.6,2407.4,322.6,F01,37.8
KW-0372,Kimbala-0372,506541.75,776832.74,32632,Kimbala,B01-03,SW,Deviated,Appraisal,Suspended,2019-09-23,2019-11-18,165.2,75.2,2780.3,39.3,0.205,7.5,0.078,18.2,0.782,0.168,0.049,3292.4,3292.4,257.0,47.7,770.0,367.8,F04,25.4
KW-0373,Kimbala-0373,508930.27,772986.09,32632,Kimbala,B01-04,SW,Vertical,Appraisal,Suspended,2020-07-05,2020-11-05,136.9,37.0,2904.5,66.7,0.548,30.4,0.125,13.2,0.72,0.208,0.072,3456.1,3456.1,,4.3,0.0,2934.0,F05,38.7
KW-0374,Kimbala-0374,512452.4,778764.83,32632,Kimbala,B02-04,SE,Vertical,Producer,Oil,2023-09-03,2024-01-10,145.1,66.6,2719.5,48.3,0.347,16.7,0.142,13.0,0.428,0.496,0.076,3057.2,3057.2,,4.7,0.0,1047.2,F05,38.4
KW-0375,Kimbala-0375,520854.19,779932.19,32632,Kimbala,B02-06,SE,Vertical,DryHole,Dry,2016-04-04,2016-08-25,151.9,20.0,2700.7,43.0,0.398,14.4,0.117,3.1,0.56,0.407,0.032,3185.1,3185.1,,5.6,0.0,702.7,F06,29.4
KW-0376,Kimbala-0376,492595.42,782249.84,32632,Kimbala,B02-01,SW,Deviated,Producer,Oil,2024-07-30,2024-12-21,110.1,9.0,2703.3,71.7,0.468,31.1,0.119,20.3,0.795,0.172,0.032,2985.0,2985.0,5.9,26.1,765.2,681.0,F01,39.1
KW-0377,Kimbala-0377,508476.03,788105.96,32632,Kimbala,B03-04,NW,Vertical,DryHole,Dry,2019-03-16,2019-07-08,134.2,58.4,2533.4,36.4,0.403,13.8,0.131,32.4,0.589,0.335,0.076,3072.6,3072.6,,2.9,0.0,1632.8,F04,38.3
KW-0378,Kimbala-0378,501138.6,790785.64,32632,Kimbala,B04-02,NW,Deviated,Producer,Oil,2023-05-06,2023-06-15,145.6,24.6,2509.9,42.1,0.53,22.9,0.146,31.7,0.589,0.348,0.063,3011.8,3011.8,56.4,49.9,947.2,4858.0,F03,43.4
KW-0379,Kimbala-0379,523292.38,793180.53,32632,Kimbala,B04-06,NE,Deviated,DryHole,Dry,2016-08-03,2016-12-22,142.9,40.4,2505.3,43.6,0.321,12.1,0.148,14.8,0.632,0.372,0.0,3036.5,3036.5,126.5,32.0,627.7,514.6,F06,38.7
KW-0380,Kimbala-0380,491316.06,784733.45,32632,Kimbala,B03-01,SW,Vertical,Producer,Oil,2021-05-27,2021-10-22,140.4,27.6,2699.3,32.9,0.426,15.0,0.115,21.4,0.573,0.436,0.0,3112.7,3058.8,,1.5,0.0,673.8,F02,34.4
KW-0381,Kimbala-0381,509214.51,788617.71,32632,Kimbala,B03-04,NW,Vertical,Producer,Oil,2016-05-28,2016-10-03,134.3,53.5,2491.9,70.9,0.391,23.2,0.145,44.3,0.677,0.258,0.065,3143.2,2933.6,,-0.4,0.0,1065.0,F04,44.1
KW-0382,Kimbala-0382,517148.22,786966.72,32632,Kimbala,B03-05,NE,Horizontal,Producer,Oil,2015-09-24,2016-03-17,140.4,49.4,2565.8,62.0,0.497,23.2,0.188,63.4,0.489,0.5,0.01,4511.2,3595.6,99.9,90.6,1921.1,1294.8,F05,53.1
KW-0383,Kimbala-0383,509948.1,773653.68,32632,Kimbala,B01-04,SW,Horizontal,Abandoned,Plugged,2019-11-07,2019-12-24,132.9,19.3,2874.3,50.0,0.466,22.2,0.105,5.8,0.548,0.406,0.047,4708.2,3478.7,218.5,79.7,1931.8,2126.0,F05,30.7
KW-0384,Kimbala-0384,492834.38,782374.84,32632,Kimbala,B02-01,SW,Vertical,DryHole,Dry,2023-03-08,2023-06-17,131.6,26.5,2663.3,33.6,0.457,10.7,0.103,16.9,0.608,0.321,0.071,3198.3,3198.3,,2.6,0.0,875.1,F01,30.6
KW-0385,Kimbala-0385,494944.2,787189.43,32632,Kimbala,B03-01,NW,Vertical,Appraisal,Suspended,2018-06-06,2018-07-30,145.1,36.4,2557.4,69.1,0.465,29.1,0.117,6.9,0.648,0.316,0.036,3092.6,3092.6,,-0.8,0.0,1315.8,F03,35.1
KW-0386,Kimbala-0386,516641.59,793765.67,32632,Kimbala,B04-05,NE,Vertical,Producer,Oil,2017-08-14,2017-12-26,133.9,51.2,2514.1,74.3,0.383,26.0,0.101,10.2,0.477,0.452,0.071,3125.3,3125.3,,5.7,0.0,1004.2,F05,32.4
KW-0387,Kimbala-0387,497572.22,775900.33,32632,Kimbala,B01-02,SW,Vertical,Appraisal,Suspended,2016-04-08,2016-08-08,143.2,24.8,2838.4,49.5,0.308,11.4,0.101,33.5,0.687,0.257,0.056,3316.1,3316.1,,2.5,0.0,1376.7,F03,32.4
KW-0388,Kimbala-0388,493847.23,789133.4,32632,Kimbala,B03-01,NW,Vertical,Producer,Oil,2019-05-31,2019-08-17,153.9,42.8,2579.4,76.7,0.424,30.9,0.137,13.3,0.619,0.321,0.06,3208.6,3208.6,,5.8,0.0,57.7,F01,41.1
KW-0389,Kimbala-0389,517304.53,772065.52,32632,Kimbala,B01-05,SE,Vertical,Injector,WaterInjector,2020-02-21,2020-04-10,142.8,24.1,2952.0,50.3,0.41,18.3,0.074,5.5,0.794,0.15,0.056,3413.6,3364.6,,5.2,0.0,102.3,F06,24.0
KW-0390,Kimbala-0390,510867.23,791182.92,32632,Kimbala,B04-04,NE,Vertical,Appraisal,Suspended,2022-07-31,2022-11-23,142.7,59.7,2513.4,30.7,0.364,9.3,0.129,10.8,0.766,0.149,0.085,2975.7,2919.0,,4.4,0.0,59.2,F04,33.6
KW-0391,Kimbala-0391,523715.1,791324.76,32632,Kimbala,B04-06,NE,Deviated,DryHole,Dry,2020-05-09,2020-08-31,131.3,65.6,2530.4,47.3,0.384,17.3,0.138,12.9,0.495,0.446,0.059,3093.9,3093.9,74.9,50.7,796.9,1290.5,F06,37.8
KW-0392,Kimbala-0392,521016.67,780753.02,32632,Kimbala,B02-06,SE,Deviated,Abandoned,Plugged,2018-04-15,2018-08-02,143.6,52.8,2680.1,53.4,0.404,22.6,0.147,19.1,0.656,0.312,0.032,3177.6,3177.6,252.4,45.8,912.9,702.2,F06,41.9
KW-0393,Kimbala-0393,524644.47,786626.51,32632,Kimbala,B03-06,NE,Vertical,DryHole,Dry,2023-04-24,2023-08-11,149.0,28.2,2529.7,70.8,0.498,29.4,0.144,76.2,0.451,0.562,0.0,3231.5,3231.5,,4.0,0.0,3117.0,F06,47.3
KW-0394,Kimbala-0394,521623.44,783938.01,32632,Kimbala,B03-06,SE,Deviated,Producer,Oil,2016-05-13,2016-07-16,162.1,0.0,2571.6,48.7,0.332,13.2,0.143,66.5,0.417,0.549,0.034,3074.7,3074.7,342.3,29.6,363.8,677.2,F06,42.5
KW-0395,Kimbala-0395,514853.29,786028.57,32632,Kimbala,B03-05,NE,Deviated,Producer,Oil,2019-12-26,2020-04-22,127.6,5.4,2569.6,64.4,0.414,24.5,0.166,104.4,0.557,0.441,0.002,3239.1,3239.1,65.4,44.0,1195.7,667.4,F05,50.9
KW-0396,Kimbala-0396,518283.25,773477.69,32632,Kimbala,B01-05,SE,Horizontal,DryHole,Dry,2018-12-23,2019-03-19,113.6,40.9,2901.7,31.2,0.304,7.8,0.134,9.5,0.572,0.406,0.022,5263.0,3403.2,226.6,87.2,2561.0,486.1,F06,33.7
KW-0397,Kimbala-0397,502901.41,776313.32,32632,Kimbala,B01-03,SW,Deviated,DryHole,Dry,2019-01-07,2019-05-06,138.5,49.5,2801.6,61.3,0.519,29.4,0.127,8.8,0.617,0.302,0.081,3180.8,3180.8,332.9,26.3,420.0,3721.7,F04,37.8
KW-0398,Kimbala-0398,520547.85,789762.04,32632,Kimbala,B04-06,NE,Vertical,Producer,Oil+Gas,2022-06-13,2022-07-14,140.9,14.8,2538.3,57.7,0.305,18.0,0.138,31.3,0.681,0.24,0.079,3030.9,3030.9,,4.5,0.0,1511.8,F06,40.6
KW-0399,Kimbala-0399,509187.53,786845.8,32632,Kimbala,B03-04,NW,Deviated,Appraisal,Suspended,2020-03-19,2020-05-03,157.3,6.7,2524.2,67.9,0.487,31.1,0.124,28.6,0.752,0.201,0.047,3126.0,3126.0,82.1,26.7,851.5,600.0,F04,41.1
KW-0400,Kimbala-0400,517800.48,777620.88,32632,Kimbala,B02-05,SE,Deviated,Producer,Oil,2023-09-30,2023-12-01,144.6,34.8,2771.1,43.1,0.356,14.2,0.104,9.8,0.582,0.382,0.035,3287.9,3258.3,166.8,49.1,434.1,1501.8,F06,30.0
KW-0401,Kimbala-0401,515116.27,776805.02,32632,Kimbala,B01-05,SE,Vertical,Producer,Oil+Gas,2021-08-19,2021-12-29,152.5,55.4,2786.6,50.9,0.339,16.1,0.156,6.7,0.628,0.291,0.081,3180.4,3180.4,,3.9,0.0,2038.9,F05,39.0
KW-0402,Kimbala-0402,516281.62,773211.54,32632,Kimbala,B01-05,SE,Vertical,Appraisal,Suspended,2023-02-13,2023-04-24,142.3,0.0,2900.4,64.2,0.398,22.0,0.122,13.4,0.718,0.245,0.036,3363.3,3363.3,,2.6,0.0,1273.2,F06,36.1
KW-0403,Kimbala-0403,507801.2,795675.67,32632,Kimbala,B05-04,NW,Vertical,DryHole,Dry,2019-05-19,2019-08-28,139.3,23.9,2517.8,60.3,0.365,18.3,0.146,5.5,0.662,0.267,0.071,2754.5,2754.5,,3.0,0.0,4001.8,F04,37.2
KW-0404,Kimbala-0404,518110.98,792132.37,32632,Kimbala,B04-05,NE,Deviated,Appraisal,Suspended,2020-09-16,2021-01-23,129.8,35.5,2554.9,53.3,0.449,19.8,0.107,10.4,0.662,0.318,0.02,3101.2,3101.2,181.4,25.5,458.9,847.1,F05,32.1
KW-0405,Kimbala-0405,506354.2,780936.02,32632,Kimbala,B02-03,SW,Horizontal,Appraisal,Suspended,2023-09-27,2024-01-03,149.8,44.1,2653.9,70.6,0.588,41.4,0.181,86.9,0.562,0.348,0.09,4839.8,3629.6,188.8,78.2,2567.0,1684.9,F04,57.4
KW-0406,Kimbala-0406,512323.95,783551.33,32632,Kimbala,B03-04,SE,Vertical,Producer,Oil+Gas,2016-11-29,2017-02-08,143.7,40.9,2629.5,85.0,0.595,50.3,0.163,197.7,0.494,0.439,0.067,3106.4,3106.4,,1.4,0.0,2445.7,F05,58.9
KW-0407,Kimbala-0407,518036.49,784907.34,32632,Kimbala,B03-05,SE,Horizontal,Producer,Oil,2021-06-17,2021-10-17,154.3,50.5,2567.1,109.6,0.542,60.3,0.204,99.7,0.425,0.552,0.024,4450.4,3431.5,162.0,80.2,2141.6,2699.4,F05,66.8
KW-0408,Kimbala-0408,523810.74,796590.78,32632,Kimbala,B05-06,NE,Deviated,Producer,Oil+Gas,2022-05-24,2022-07-11,141.0,17.7,2489.8,61.8,0.364,18.7,0.123,4.7,0.609,0.305,0.085,3106.6,3106.6,207.4,39.8,572.6,359.0,F06,32.6
KW-0409,Kimbala-0409,506207.18,778985.91,32632,Kimbala,B02-03,SW,Vertical,Producer,Oil+Gas,2019-11-02,2019-12-26,164.6,74.7,2710.7,71.4,0.46,26.8,0.169,42.4,0.669,0.242,0.089,3305.8,3302.5,,6.7,0.0,1285.8,F04,49.3
KW-0410,Kimbala-0410,512856.88,796919.85,32632,Kimbala,B05-04,NE,Vertical,Producer,Oil,2018-09-30,2019-02-22,135.1,45.7,2509.1,55.0,0.373,17.4,0.113,23.3,0.648,0.362,0.0,2951.6,2951.6,,3.2,0.0,679.0,F04,34.9
KW-0411,Kimbala-0411,497981.89,788753.47,32632,Kimbala,B03-02,NW,Deviated,Appraisal,Suspended,2020-07-13,2020-08-25,160.0,14.2,2486.8,35.5,0.166,6.3,0.137,13.4,0.625,0.319,0.056,3046.8,3046.8,42.1,33.1,468.0,1712.9,F03,35.0
KW-0412,Kimbala-0412,514384.95,791861.65,32632,Kimbala,B04-05,NE,Deviated,Producer,Oil,2023-07-18,2023-08-19,150.9,20.0,2519.1,73.8,0.391,24.1,0.151,6.9,0.519,0.413,0.067,3155.6,3155.6,269.3,26.6,484.0,2672.3,F05,40.2
KW-0413,Kimbala-0413,508956.9,778150.73,32632,Kimbala,B02-04,SW,Vertical,Producer,Gas,2024-06-21,2024-10-02,151.7,0.0,2747.4,44.8,0.521,18.3,0.125,32.8,0.602,0.325,0.073,3060.0,3060.0,,6.3,0.0,1587.6,F04,38.3
KW-0414,Kimbala-0414,509835.3,781311.28,32632,Kimbala,B02-04,SW,Horizontal,Producer,Oil,2021-09-05,2022-01-06,138.2,25.4,2656.9,81.3,0.555,44.5,0.16,80.4,0.602,0.285,0.113,5168.7,3415.7,173.2,89.6,2798.9,1555.9,F04,54.0
KW-0415,Kimbala-0415,512880.29,775788.62,32632,Kimbala,B01-04,SE,Vertical,Producer,Gas,2022-11-08,2023-04-02,160.4,47.3,2842.7,57.8,0.408,22.3,0.138,9.8,0.667,0.315,0.018,3360.0,3360.0,,7.5,0.0,146.2,F05,38.2
KW-0416,Kimbala-0416,499831.92,789706.42,32632,Kimbala,B04-02,NW,Deviated,Abandoned,Plugged,2020-07-18,2020-11-25,138.7,43.7,2528.1,75.2,0.481,30.9,0.14,21.9,0.628,0.383,0.0,3176.3,3176.3,185.6,36.3,688.1,3557.5,F03,43.2
KW-0417,Kimbala-0417,502445.22,793000.56,32632,Kimbala,B04-03,NW,Vertical,Producer,Gas,2021-04-04,2021-06-30,126.1,14.4,2521.5,53.5,0.469,26.2,0.136,22.9,0.675,0.275,0.05,3063.4,3063.4,,5.0,0.0,5740.6,F03,41.3
KW-0418,Kimbala-0418,507456.95,777835.23,32632,Kimbala,B02-03,SW,Horizontal,Injector,WaterInjector,2016-02-12,2016-07-22,142.3,44.2,2736.0,50.4,0.35,14.8,0.115,19.6,0.684,0.289,0.028,3833.4,3342.6,211.2,87.2,842.2,233.8,F04,34.2
KW-0419,Kimbala-0419,510028.47,780683.97,32632,Kimbala,B02-04,SE,Deviated,DryHole,Dry,2022-03-23,2022-07-23,160.0,47.5,2683.5,51.0,0.575,24.5,0.179,144.1,0.554,0.399,0.047,3342.4,3210.6,69.3,23.5,981.9,1915.3,F04,54.4
KW-0420,Kimbala-0420,522074.95,783333.26,32632,Kimbala,B03-06,SE,Horizontal,DryHole,Dry,2022-08-17,2022-11-01,147.7,38.6,2581.1,61.8,0.456,28.3,0.135,13.2,0.455,0.473,0.072,3785.3,3597.4,354.9,81.6,934.7,1237.9,F06,40.0
KW-0421,Kimbala-0421,499464.84,788589.19,32632,Kimbala,B03-02,NW,Vertical,Producer,Oil,2022-02-09,2022-07-03,135.6,51.6,2520.1,69.8,0.577,39.0,0.152,43.4,0.629,0.318,0.053,3158.1,3158.1,,4.2,0.0,3196.8,F03,49.4
KW-0422,Kimbala-0422,517316.28,775887.9,32632,Kimbala,B01-05,SE,Deviated,Abandoned,Plugged,2023-04-26,2023-05-23,155.7,41.4,2843.4,64.6,0.398,20.8,0.144,8.4,0.536,0.468,0.0,3426.6,3331.3,21.1,25.2,983.9,1307.3,F06,38.5
KW-0423,Kimbala-0423,518470.81,789905.86,32632,Kimbala,B04-05,NE,Vertical,Producer,Gas,2018-01-07,2018-04-03,139.0,30.6,2505.9,65.0,0.463,29.0,0.154,11.4,0.546,0.461,0.0,3397.8,3366.6,,2.7,0.0,1786.9,F05,43.3
KW-0424,Kimbala-0424,508269.17,794995.54,32632,Kimbala,B04-04,NW,Vertical,DryHole,Dry,2020-06-01,2020-07-01,132.9,34.4,2497.6,58.1,0.476,21.2,0.133,33.2,0.483,0.47,0.047,3238.7,3202.3,,5.2,0.0,3401.2,F04,40.7
KW-0425,Kimbala-0425,521170.29,787692.1,32632,Kimbala,B03-06,NE,Horizontal,Producer,Oil,2023-12-08,2024-03-25,139.2,34.9,2512.7,82.6,0.459,36.6,0.132,100.9,0.648,0.274,0.078,5310.5,3205.7,34.3,83.7,3061.2,498.2,F06,47.8
KW-0426,Kimbala-0426,491996.82,786163.08,32632,Kimbala,B03-01,NW,Vertical,DryHole,Dry,2022-11-03,2023-01-01,155.4,42.0,2641.1,49.4,0.302,13.0,0.093,9.5,0.545,0.396,0.059,2706.2,2706.2,,4.6,0.0,119.5,F02,27.5
KW-0427,Kimbala-0427,494530.87,783934.64,32632,Kimbala,B03-01,SW,Deviated,Producer,Oil+Gas,2017-01-05,2017-02-15,141.4,18.6,2648.0,65.9,0.345,20.2,0.123,9.7,0.612,0.31,0.078,3074.2,3074.2,139.2,48.1,678.6,1710.5,F03,34.9
KW-0428,Kimbala-0428,509539.8,772347.33,32632,Kimbala,B01-04,SW,Deviated,Producer,Oil+Gas,2018-04-20,2018-08-11,136.7,31.4,2905.5,48.2,0.475,20.8,0.145,6.4,0.623,0.365,0.013,3415.0,3415.0,333.7,31.7,628.6,2178.7,F05,38.0
KW-0429,Kimbala-0429,526865.67,789209.3,32632,Kimbala,B04-07,NE,Vertical,Producer,Oil,2023-12-12,2024-03-01,131.4,35.3,2462.2,39.9,0.31,10.3,0.143,29.1,0.532,0.412,0.056,3076.9,2905.4,,3.8,0.0,3028.5,F07,39.4
KW-0430,Kimbala-0430,509865.65,784968.79,32632,Kimbala,B03-04,SW,Vertical,Producer,Oil,2016-01-06,2016-02-13,142.3,44.8,2573.3,56.9,0.532,25.5,0.152,36.5,0.597,0.348,0.055,3105.1,3105.1,,2.2,0.0,571.6,F04,45.4
KW-0431,Kimbala-0431,515760.81,775114.97,32632,Kimbala,B01-05,SE,Horizontal,DryHole,Dry,2019-11-05,2020-06-08,148.9,14.5,2847.9,26.4,0.349,7.3,0.123,28.0,0.663,0.355,0.0,4081.4,3525.1,167.0,81.9,1232.1,2464.1,F06,34.9
KW-0432,Kimbala-0432,517234.58,776870.23,32632,Kimbala,B01-05,SE,Deviated,DryHole,Dry,2022-11-29,2023-04-22,143.8,48.6,2813.4,34.7,0.534,14.6,0.139,5.3,0.64,0.255,0.106,3272.5,3272.5,104.2,51.2,497.0,1748.2,F06,34.8
KW-0433,Kimbala-0433,516016.78,798543.8,32632,Kimbala,B05-05,NE,Vertical,Producer,Oil,2018-10-16,2019-01-16,140.8,26.2,2491.9,76.5,0.342,23.9,0.141,14.0,0.579,0.379,0.043,3072.5,3045.0,,3.5,0.0,2878.9,F05,40.3
KW-0434,Kimbala-0434,493431.51,790154.12,32632,Kimbala,B04-01,NW,Vertical,DryHole,Dry,2020-02-23,2020-06-20,145.4,40.5,2592.3,54.6,0.317,13.2,0.128,7.8,0.536,0.452,0.012,3116.3,3116.3,,6.0,0.0,744.2,F01,33.5
KW-0435,Kimbala-0435,507065.7,795671.99,32632,Kimbala,B05-03,NW,Vertical,Appraisal,Suspended,2020-03-04,2020-04-15,131.9,35.4,2491.2,62.8,0.345,20.2,0.117,8.3,0.312,0.575,0.113,3070.1,3070.1,,1.5,0.0,4720.1,F04,33.4
KW-0436,Kimbala-0436,496675.86,790719.16,32632,Kimbala,B04-02,NW,Horizontal,DryHole,Dry,2016-12-16,2017-04-16,166.2,74.7,2542.0,48.3,0.43,18.0,0.145,10.8,0.448,0.514,0.038,3821.5,3538.4,308.7,78.5,1162.1,395.7,F03,38.7
KW-0437,Kimbala-0437,516399.31,785203.8,32632,Kimbala,B03-05,NE,Vertical,Abandoned,Plugged,2016-06-13,2016-10-08,159.8,25.2,2555.8,91.0,0.549,42.6,0.188,75.9,0.345,0.602,0.053,3148.9,3148.9,,5.8,0.0,1042.4,F05,58.6
KW-0438,Kimbala-0438,513850.54,795693.52,32632,Kimbala,B05-05,NE,Deviated,Abandoned,Plugged,2020-06-09,2020-07-07,144.9,13.4,2485.5,60.5,0.456,26.2,0.145,7.2,0.434,0.5,0.065,3139.7,3139.7,196.3,27.7,636.9,1908.4,F04,39.7
KW-0439,Kimbala-0439,512009.62,772031.68,32632,Kimbala,B01-04,SE,Vertical,Producer,Oil+Gas,2022-04-15,2022-06-03,135.5,36.5,2931.0,42.7,0.404,17.0,0.117,12.5,0.635,0.3,0.065,3547.7,3547.7,,6.8,0.0,287.8,F05,33.7
KW-0440,Kimbala-0440,526052.6,790631.71,32632,Kimbala,B04-07,NE,Deviated,Appraisal,Suspended,2020-01-29,2020-04-29,151.8,56.5,2467.2,59.6,0.493,25.7,0.148,25.0,0.626,0.355,0.019,3129.9,2900.3,136.8,53.5,404.2,3718.3,F06,43.8
KW-0441,Kimbala-0441,516136.85,777260.26,32632,Kimbala,B02-05,SE,Deviated,DryHole,Dry,2018-09-06,2018-12-11,133.9,53.0,2772.3,49.0,0.428,19.0,0.142,12.9,0.348,0.641,0.011,3008.8,3008.8,322.3,47.6,457.5,2904.9,F05,38.9
KW-0442,Kimbala-0442,515449.86,782288.52,32632,Kimbala,B02-05,SE,Horizontal,Appraisal,Suspended,2019-11-07,2020-02-11,135.3,22.4,2632.2,73.1,0.364,25.7,0.134,114.8,0.502,0.431,0.067,4872.7,3644.1,152.1,82.0,2969.9,903.6,F05,45.7
KW-0443,Kimbala-0443,515151.63,774182.11,32632,Kimbala,B01-05,SE,Horizontal,DryHole,Dry,2023-06-07,2023-09-16,142.0,24.1,2854.2,25.0,0.399,10.2,0.124,15.4,0.506,0.435,0.058,4676.2,3341.0,155.1,91.0,2052.3,2683.0,F06,33.9
KW-0444,Kimbala-0444,520262.85,787174.63,32632,Kimbala,B03-06,NE,Vertical,Injector,WaterInjector,2019-03-19,2019-07-02,141.8,23.0,2560.0,79.0,0.579,42.4,0.172,78.8,0.4,0.598,0.002,2986.8,2986.8,,2.6,0.0,1287.5,F06,55.6
KW-0445,Kimbala-0445,518550.59,795964.71,32632,Kimbala,B05-05,NE,Vertical,Abandoned,Plugged,2020-11-09,2021-02-10,155.4,35.8,2493.6,35.1,0.249,8.2,0.115,8.7,0.702,0.278,0.02,3034.8,3034.8,,7.0,0.0,250.2,F05,30.2
KW-0446,Kimbala-0446,505522.04,780402.63,32632,Kimbala,B02-03,SW,Deviated,Producer,Oil+Gas,2022-11-23,2023-02-16,158.9,55.7,2676.6,51.2,0.511,25.0,0.12,41.9,0.648,0.276,0.076,2992.0,2992.0,333.1,39.3,1021.9,2336.7,F04,40.0
KW-0447,Kimbala-0447,515789.22,793970.51,32632,Kimbala,B04-05,NE,Vertical,DryHole,Dry,2021-12-22,2022-03-03,134.0,38.0,2532.7,35.5,0.494,15.5,0.138,20.0,0.65,0.303,0.047,3251.4,3147.9,,2.9,0.0,1880.3,F05,38.6
KW-0448,Kimbala-0448,519479.51,793687.42,32632,Kimbala,B04-05,NE,Vertical,DryHole,Dry,2022-03-08,2022-06-12,132.8,25.9,2566.3,68.2,0.396,24.9,0.103,8.2,0.577,0.35,0.072,2972.9,2972.9,,6.3,0.0,1752.1,F05,32.0
KW-0449,Kimbala-0449,506747.42,794252.37,32632,Kimbala,B04-03,NW,Deviated,DryHole,Dry,2024-03-21,2024-04-24,141.7,29.9,2496.3,46.8,0.441,18.6,0.163,12.5,0.479,0.452,0.069,3001.7,3001.7,252.1,54.9,654.8,4732.6,F04,42.6
KW-0450,Kimbala-0450,494456.79,786538.94,32632,Kimbala,B03-01,NW,Deviated,Producer,Oil,2014-08-13,2014-09-23,149.5,14.0,2600.8,41.5,0.459,18.1,0.092,10.0,0.6,0.335,0.065,2987.4,2987.4,242.7,44.0,904.6,1258.3,F01,28.9
KW-0451,Kimbala-0451,504053.64,782353.66,32632,Kimbala,B02-03,SW,Vertical,Producer,Oil,2022-07-19,2022-08-13,145.9,52.5,2646.0,57.8,0.49,28.1,0.136,31.6,0.725,0.23,0.045,3179.9,3179.9,,-0.2,0.0,4288.2,F04,42.8
KW-0452,Kimbala-0452,516875.51,782138.78,32632,Kimbala,B02-05,SE,Deviated,Producer,Gas,2016-11-25,2017-04-03,144.7,15.8,2643.3,69.5,0.472,30.5,0.171,123.2,0.661,0.299,0.04,2999.1,2999.1,250.5,38.8,365.8,2317.7,F05,53.9
KW-0453,Kimbala-0453,507258.35,777877.37,32632,Kimbala,B02-03,SW,Vertical,Injector,WaterInjector,2021-04-12,2021-05-22,143.8,25.7,2729.9,56.5,0.501,27.9,0.132,14.9,0.59,0.301,0.108,3371.1,3371.1,,-0.1,0.0,31.3,F04,39.8
KW-0454,Kimbala-0454,504318.27,777587.44,32632,Kimbala,B02-03,SW,Vertical,Appraisal,Suspended,2019-01-10,2019-05-01,135.5,19.1,2745.9,34.3,0.468,10.8,0.128,42.2,0.503,0.426,0.071,3368.8,3368.8,,-3.6,0.0,2713.3,F04,37.9
KW-0455,Kimbala-0455,492624.61,788202.7,32632,Kimbala,B03-01,NW,Vertical,DryHole,Dry,2024-02-04,2024-06-29,123.5,12.9,2550.5,67.5,0.411,26.4,0.125,12.7,0.632,0.31,0.058,3081.0,3081.0,,1.8,0.0,329.0,F02,37.6
